,Unnamed: 0,Year,Mileage,City,State,Vehicle Type,serviceTime,DepreciationRate,Gdp,Population
325,12315,2014,19059,CONCORD, CA,Sedan,4,0.47183763373190685,174029,43019
326,308412,2010,92725,MEMPHIS, TN,SUV,8,0.3224193548387097,72503,1191
327,236029,2016,18163,FAYETTEVILLE, NC,Sedan,2,0.7641062977793956,17263,262
328,12203,2004,100000,CANTON, OH,SUV,14,0.18914655308408265,16771,3430
329,70208,2016,26899,MONROE, NC,Truck,2,0.9345549738219895,8027,19875
330,120398,2016,4512,MOUNT VERNON, WA,Truck,2,0.8635078534031414,6643,35051
331,249945,2014,44611,LOUISVILLE, KY,SUV,4,0.4596774193548387,76063,9335
332,201233,2014,29309,HENDERSON, NV,Sedan,4,0.5322,112288,914
333,165577,2009,88862,COLUMBUS, MS,Truck,9,0.6159424083769633,13820,3653
334,63644,2010,117084,LAKEWOOD, CO,Truck,8,0.662862083873757,208868,50249
335,266276,2008,115461,COLUMBUS, OH,SUV,10,0.4060892885313141,13820,157
336,133337,2014,29323,LEXINGTON, TN,Truck,4,0.8913649025069638,6455,18775
337,29739,2010,136285,VALLEJO, CA,Sedan,8,0.1998888888888889,21421,122105
338,237333,2007,165210,AUBURN, AL,Sedan,11,0.291044776119403,5484,23033
339,356561,2014,41889,FAYETTEVILLE, NC,SUV,4,0.6902258064516129,17263,209889
340,150471,2016,26853,CINCINNATI, OH,SUV,2,0.6050645161290322,138033,340
341,353584,2016,28440,CANTON, MA,SUV,2,0.532258064516129,16771,3878
342,174242,2012,99490,AUBURN, AL,SUV,6,0.41516129032258065,5484,63973
343,281779,2007,164498,BRYAN, TX,Truck,11,0.43089782389393283,10197,84021
344,300564,2017,3862,SAN ANTONIO, TX,Sedan,1,0.6283826305852738,129298,1409
345,62068,2015,72441,RICHMOND, VA,Truck,3,0.8774373259052924,24395,12064
346,339975,2016,47856,AUGUSTA, GA,Sedan,2,0.48930144745122717,24395,1514
347,358503,2014,17359,FLORENCE, KY,SUV,4,0.5384516129032259,8555,37778
348,95871,2015,18549,ORLANDO, FL,Sedan,3,0.5321585903083701,132448,280257
349,307613,2014,45390,MURFREESBORO, TN,Sedan,4,0.42463813719320326,133251,1554
350,36868,2014,30332,GAINESVILLE, FL,SUV,4,0.7255087553241836,12899,132249
351,250931,2014,32218,FRANKLIN, WI,Sedan,4,0.49342857142857144,133251,135
352,112080,2013,31229,MONTGOMERY, AL,SUV,5,0.5979176526265972,17556,199518
353,78764,2008,83000,AUSTIN, TX,Sedan,10,0.2777777777777778,148750,24933
354,328316,2008,175508,ALBANY, GA,Truck,10,0.36518324607329844,5482,98251
355,273110,2012,42822,COLUMBIA, IL,SUV,6,0.6941157911342483,192177,141
356,42278,2010,70678,MESA, AZ,SUV,8,0.8914244963451595,242950,496401
357,5358,2014,36212,CLEARWATER, FL,Truck,4,0.6801832460732984,146349,2524
358,350819,2011,92496,HOUSTON, TX,Truck,7,0.5365968586387434,490074,960
359,147863,2014,28903,FRANKLIN, TN,Sedan,4,0.4370044052863436,133251,958
360,273665,2015,18797,LOUISVILLE, KY,Truck,3,0.5155759162303665,76063,4142
361,330291,2008,155864,FRANKLIN, TN,Truck,10,0.3925392670157068,133251,471
362,351182,2001,157227,JACKSONVILLE, FL,Sedan,17,0.11084444444444444,3937,28513
363,29967,2006,118155,HOUSTON, TX,Sedan,12,0.16285714285714287,490074,2090
364,195074,2014,29490,ST. GEORGE, UT,Truck,4,0.8977748691099476,5538,968
365,88828,2015,12565,DECATUR, AL,Truck,3,0.8897905759162303,5466,72174
366,155322,2013,69304,ARLINGTON, TX,SUV,5,0.4190322580645161,535499,453
367,331471,2015,46374,AKRON, OH,Truck,3,0.8270067733102753,36517,197846
368,160838,2017,4220,LOUISVILLE, KY,Sedan,1,0.7244266472515472,76063,1261
369,92275,2015,28195,FLORENCE, KY,Sedan,3,0.6181652712049509,8555,8947
370,11993,2014,102000,READING, PA,Sedan,4,0.3146633102580239,18679,230
371,225880,2015,63650,GOLDSBORO, NC,Truck,3,0.6543193717277487,4492,35197
372,30645,2010,88845,LAFAYETTE, IN,Truck,8,0.6281413612565445,22113,4259
373,362239,2014,33411,FARMINGTON, UT,Truck,4,0.909669981265312,6360,10578
374,307223,2014,36609,KNOXVILLE, TN,Truck,4,0.7959162303664922,41459,2795
375,132254,2012,52556,ARLINGTON, TX,Truck,6,0.6462395543175488,535499,396394
376,248980,2014,25172,BURLINGTON, NJ,Truck,4,0.9422513089005236,5441,10973
377,303318,2015,24522,SUMTER, SC,Truck,3,0.9052089136490251,3871,39982
378,68503,2013,78625,COLUMBUS, GA,Sedan,5,0.3232244897959184,13820,5031
379,250399,2012,6580,LOUISVILLE, KY,Truck,6,0.5234293193717278,76063,6279
380,253503,2015,23651,MARTIN, TN,SUV,3,0.9940369143398012,10232,1067
381,103672,2014,66683,RICHMOND, VA,Truck,4,0.7251047120418849,24395,2
382,88662,2008,91337,JACKSONVILLE, FL,Truck,10,0.4157329842931937,3937,72447
383,199341,1999,219710,BURLINGTON, WA,SUV,19,0.07887679444707367,5441,1206
384,315443,2015,33445,CINCINNATI, OH,SUV,3,0.7883893358573908,138033,301301
385,59441,2016,41190,HOUSTON, TX,Sedan,2,0.4907174323473883,490074,960
386,233929,2015,46523,HENDERSON, KY,Truck,3,0.7064921465968587,112288,13300
387,103004,2011,137666,BOWLING GREEN, KY,Truck,7,0.43526178010471206,7267,31820
388,309162,2015,39478,LONG BEACH, CA,Sedan,3,0.439490245437382,1043735,1413
389,197746,2014,46578,MIAMI, FL,Sedan,4,0.4444222222222222,344881,170
390,350617,2013,38956,COLUMBUS, MS,Truck,5,0.7852879581151833,13820,47143
391,364029,2015,58220,GREENVILLE, TX,Truck,3,0.8374607329842932,8216,6761
392,119436,2015,26521,AUSTIN, TX,SUV,3,0.7566493137718883,148750,24933
393,274309,2008,53477,BRISTOL, TN,Truck,10,0.36649214659685864,11966,315
394,219552,2015,16910,BOWLING GREEN, OH,Truck,3,0.8192931937172775,7267,5545
395,182937,2009,69921,MADISON, TN,Truck,9,0.5232460732984293,49853,255214
396,132445,2014,39119,LOUISVILLE, KY,Sedan,4,0.46412838263058526,76063,2241
397,48587,2015,37206,COLUMBUS, WI,Truck,3,0.7735078534031413,13820,24041
398,44582,2014,18320,AUBURN, IN,SUV,4,0.49551612903225806,5484,13169
399,346469,2013,39864,FAYETTEVILLE, NC,Sedan,5,0.5155555555555555,17263,262
400,287244,2015,22797,BEAUMONT, TX,Truck,3,0.9160994764397906,25021,46967
401,18209,2015,34710,DEARBORN, MI,Sedan,3,0.7390243902439024,260611,94491
402,7712,2015,13575,LAFAYETTE, IN,Sedan,3,0.8409173643975246,22113,72390
403,98395,2014,37807,BURLINGTON, NC,Sedan,4,0.5442300691663633,5441,8783
404,147105,2014,23372,LOUISVILLE, KY,Sedan,4,0.637058609392064,76063,9335
405,110788,2014,149407,BANGOR, WI,Truck,4,0.5206806282722513,6099,31903
406,102650,2016,45667,ROCHESTER, NY,Sedan,2,0.44040276903713027,12567,5990
407,206585,2009,110065,KINGSTON, NY,SUV,9,0.7129613121768587,6255,161
408,105793,2012,81084,FRANKLIN, TN,SUV,6,0.5941631172109165,133251,6137
409,116028,2015,38824,JACKSONVILLE, FL,Sedan,3,0.4608163265306122,3937,14910
410,271204,2016,26314,AUSTIN, TX,Sedan,2,0.5349276274386406,148750,4120
411,127129,2010,38523,HOUSTON, TX,Truck,8,0.34007853403141364,490074,960
412,209610,2007,159259,LAFAYETTE, IN,Truck,11,0.2801268194264303,22113,72390
413,340589,2016,22638,COLUMBIA, KY,Truck,2,0.6230366492146597,192177,4881
414,276418,2015,37195,RICHMOND, VA,Sedan,3,0.6006552602839461,24395,5655
415,248247,2016,5646,NORFOLK, VA,Sedan,2,0.5978288231592196,94855,244703
416,77630,2012,40284,SACRAMENTO, CA,Truck,6,0.7823298429319372,126352,501901
417,29503,2009,56967,RICHMOND, KY,Truck,9,0.6175130890052356,24395,5655
418,360794,2011,64208,CINCINNATI, OH,SUV,7,0.599085029184414,138033,301301
419,188484,2013,127848,SALEM, NH,Sedan,5,0.2730251183108846,17332,4774
420,198931,2016,33499,ROME, NY,Truck,2,0.8422774869109948,3948,116
421,336179,2009,120186,COLUMBUS, OH,Sedan,9,0.22211111111111112,13820,3096
422,139374,2014,57861,DALLAS, TX,Truck,4,0.7328534031413613,535499,888
423,295094,2015,51189,SALEM, OR,Truck,3,0.7429600807032714,17332,7173
424,216852,2017,8235,VERO BEACH, FL,SUV,1,0.7714093959731544,5472,16919
425,116866,2017,6628,ROSEVILLE, CA,Sedan,1,0.8438666666666667,126352,47501
426,102093,2014,44823,LOUISVILLE, KY,Sedan,4,0.4483952171176841,76063,4142
427,145080,2015,41817,CANTON, MA,SUV,3,0.8360940211389809,16771,3430
428,151415,2014,28719,COLUMBUS, MS,Sedan,4,0.5539861667273389,13820,4065
429,11910,2014,95517,TEMPLE, TX,Sedan,4,0.4435179358086847,17556,74503
430,305849,2007,10978,ATLANTA, GA,Truck,11,0.48923476005188066,385542,5487
431,328663,2006,114119,ELGIN, IL,Sedan,12,0.21838369129959956,679699,3123
432,315914,2015,49891,JACKSONVILLE, FL,Truck,3,0.9945287958115183,3937,892062
433,363917,2011,103916,COLUMBUS, OH,SUV,7,0.42936241610738257,13820,3096
434,318571,2011,150012,SALINA, KS,Truck,7,0.5209424083769634,24095,46994
435,344102,2009,85811,GREENVILLE, NC,Sedan,9,0.26510204081632655,8216,69
436,69457,2010,33377,LEXINGTON, KY,Sedan,8,0.40025482344375685,6455,18775
437,209019,2014,22628,GREENVILLE, SC,Sedan,4,0.51,8216,842
438,206487,2016,29395,LOUISVILLE, KY,Sedan,2,0.5666666666666667,76063,4142
439,191677,2016,9830,FRANKLIN, TN,Sedan,2,0.7344897959183674,133251,95
440,317793,2015,14036,AUBURN, IN,SUV,3,0.5742903225806452,5484,63973
441,188624,2013,71532,LEXINGTON, NC,Sedan,5,0.5237349836184929,6455,2037
442,181528,2015,20440,SYRACUSE, NY,SUV,3,0.8515538728506074,33633,143396
443,7758,2015,35830,OXFORD, AL,Sedan,3,0.4617369414726243,3937,52
444,310534,2015,29555,STOCKTON, CA,Truck,3,0.7722513089005235,27089,310496
445,134577,2015,17755,JACKSONVILLE, FL,Sedan,3,0.4167715544367527,3937,12612
446,295920,2013,56977,CHARLESTON, SC,SUV,5,0.7089130777725193,12817,20996
447,361512,2010,85907,MONROE, LA,SUV,8,0.7842396149046176,8027,10604
448,146503,2015,16390,MANCHESTER, TN,SUV,3,0.9954882473576274,28442,5016
449,123192,2015,60565,WASHINGTON, NJ,Truck,3,0.7530104712041885,529990,7395
450,284978,2013,60781,TACOMA, WA,Truck,5,0.8203342618384402,356572,213418
451,162431,2015,19232,LAWTON, OK,Truck,3,0.9672774869109948,5155,962
452,239266,2004,128651,HOUSTON, TX,SUV,14,0.3785770626281748,490074,960
453,103852,2013,78827,DAYTON, OH,SUV,5,0.9447316812266001,41110,2485
454,296060,2016,51049,ST. LOUIS, MO,Sedan,2,0.5710612244897959,161281,308626
455,338207,2009,51526,HOUSTON, TX,Truck,9,0.5429562594268477,490074,960
456,219105,2008,68971,LAKELAND, FL,Truck,10,0.6404178272980502,21154,1826
457,41140,2014,21022,HOUSTON, TX,Sedan,4,0.8518383691299599,490074,2312717
458,52935,2015,37808,HENDERSON, TX,Truck,3,0.9652687707162415,112288,13300
459,329310,2011,18381,DOVER, DE,Truck,7,0.6833837728779363,7337,1407
460,322858,2016,65304,COLUMBIA, TN,Sedan,2,0.40037759597230965,192177,141
461,322377,2017,7710,MADISON, TN,SUV,1,0.9322258064516129,49853,25627
462,225854,2016,20192,FRANKLIN, MA,Truck,2,0.864533794494884,133251,919
463,82020,2015,26366,BURLINGTON, MA,Sedan,3,0.6915908263560248,5441,9832
464,96768,2011,141223,SPRINGFIELD, IL,SUV,7,0.4257769364253037,10250,59208
465,38739,2017,23991,ABILENE, TX,SUV,1,0.6774193548387096,7288,6380
466,358980,2016,18763,LOUISVILLE, KY,Truck,2,0.9943795936013835,76063,213
467,328663,2006,114119,ELGIN, IL,Sedan,12,0.21838369129959956,679699,1082
468,82813,2008,162996,AURORA, CO,Truck,10,0.5428355957767722,208868,164
469,230688,2009,77000,CHARLOTTE, MI,Truck,9,0.5759162303664922,174029,859035
470,119436,2015,26521,AUSTIN, TX,SUV,3,0.7566493137718883,148750,24933
471,118498,2014,73547,MONROE, NC,SUV,4,0.7542199085029184,8027,2326
472,22903,2014,65110,ROCKFORD, MI,Truck,4,0.7591361256544502,15332,855
473,182991,2008,113253,CHARLESTON, SC,Truck,10,0.4319109947643979,12817,134875
474,345376,2015,41067,BRUNSWICK, ME,Sedan,3,0.4797959183673469,4044,34867
475,199620,2016,10883,HILLSBORO, OR,Sedan,2,0.7140969162995595,171771,6037
476,354037,2015,3276,FRANKLIN, TN,Sedan,3,0.7030612244897959,133251,8601
477,281017,2006,213903,COLUMBUS, OH,Truck,12,0.42217194570135747,13820,23128
478,305543,2008,125490,WAYNE, MI,Truck,10,0.3401832460732984,5545,5494
479,230037,2007,226122,LINCOLN, NE,SUV,11,0.13020134228187918,20245,13816
480,290617,2015,51713,SALEM, NH,Truck,3,0.7780660037469376,17332,7173
481,345325,2016,22966,FRANKLIN, IN,SUV,2,0.6385483870967742,133251,471
482,135928,2014,26099,DENVER, CO,Sedan,4,0.6729523116126683,208868,704621
483,18485,2017,25117,COLUMBUS, OH,SUV,1,0.6174496644295302,13820,3096
484,94926,2009,128347,LONGVIEW, TX,Truck,9,0.45782722513089,10234,81522
485,310166,2005,133516,SPRINGFIELD, MO,Truck,13,0.3401832460732984,10250,5197
486,18388,2005,126230,SALEM, VA,Truck,13,0.5926998491704374,17332,729
487,30234,2014,69419,JACKSON, MS,Truck,4,0.83016713091922,3937,6252
488,291949,2015,51087,CHARLOTTE, NC,SUV,3,0.5703020134228188,174029,859035
489,331882,2014,13856,MARION, IA,Truck,4,0.8890052356020942,5287,1801
490,50303,2014,30698,VIRGINIA BEACH, VA,Sedan,4,0.4911111111111111,94855,450435
491,121789,2010,86487,NEWPORT, RI,Truck,8,0.5185185185185185,94855,7690
492,118482,2015,25299,AUSTIN, TX,Sedan,3,0.4588105726872247,148750,24933
493,95529,2014,49651,ROSWELL, GA,Sedan,4,0.3673061224489796,385542,94786
494,328960,2015,46330,JACKSONVILLE, FL,Truck,3,0.9094394004899842,3937,14910
495,309818,2014,58356,COLUMBUS, OH,Sedan,4,0.5243538405533309,13820,23128
496,115685,2011,112516,OPELIKA, AL,Truck,7,0.6625626740947075,5484,30240
497,195600,2014,56454,SPRINGFIELD, MO,Sedan,4,0.34550031466331027,10250,1942
498,206300,2013,79193,AUBURN, AL,SUV,5,0.5661073825503355,5484,26704
499,294613,2007,115980,WICHITA, KS,Sedan,11,0.26655555555555555,33840,390591
500,149538,2016,38682,TOLEDO, OH,Sedan,2,0.43502202643171806,33693,3604
501,156714,2015,32071,FAYETTEVILLE, NC,Truck,3,0.7488975356679637,17263,6993
502,248433,2015,80277,CONCORD, NC,Sedan,3,0.6546050236621769,174029,34
503,53509,2015,49388,AUGUSTA, GA,Truck,3,0.7497643979057592,24395,1986
504,192059,2015,41771,LONDON, OH,Truck,3,0.7801047120418848,15753,8006
505,201371,2015,38282,ALBANY, NY,Truck,3,0.9422774869109948,5482,1699
506,184780,2017,3568,ALBANY, NY,SUV,1,0.8052013422818792,5482,20143
507,355790,2017,1651,SAN DIEGO, CA,Sedan,1,0.7541850220264317,231845,4285
508,150689,2015,33286,EASTON, PA,Truck,3,0.6703403141361256,43821,187
509,143408,2015,57193,LOUISVILLE, KY,Sedan,3,0.45918367346938777,76063,1261
510,268107,2014,32439,COLUMBUS, IN,Truck,4,0.731675392670157,13820,157
511,213448,2015,60334,CHARLOTTE, NC,Sedan,3,0.6120408163265306,174029,370
512,344804,2016,40551,BELLEVUE, NE,Truck,2,0.7481675392670157,356572,5772
513,291979,2015,45376,COLUMBIA, KY,Sedan,3,0.44081632653061226,192177,4881
514,193509,2015,58843,MARION, AR,Truck,3,0.9646596858638743,5287,7640
515,288864,2013,41621,COLUMBUS, OH,Truck,5,0.7841225626740947,13820,157
516,339975,2016,47856,AUGUSTA, GA,Sedan,2,0.48930144745122717,24395,9389
517,324289,2014,108761,GREENVILLE, SC,SUV,4,0.5159677419354839,8216,842
518,133594,2013,68065,FOND DU LAC, WI,Truck,5,0.9650377073906485,5052,42809
519,282915,2011,74157,ALEXANDRIA, VA,SUV,7,0.6304148919387916,5991,5015
520,312116,2014,31684,MARION, IL,Sedan,4,0.5824535857298871,5287,35997
521,73104,2010,86367,ANDERSON, IN,SUV,8,0.34483870967741936,42108,232
522,285113,2012,44050,DULUTH, GA,Truck,6,0.7248167539267015,13317,86066
523,361512,2010,85907,MONROE, LA,SUV,8,0.7842396149046176,8027,10604
524,197761,2016,33015,DAYTON, OH,SUV,2,0.5420805369127517,41110,798
525,203736,2012,45922,SALEM, OR,Truck,6,0.863848167539267,17332,4916
526,311574,2014,30204,AUGUSTA, ME,Sedan,4,0.529795918367347,24395,1986
527,341350,2005,135556,JACKSON, MI,Sedan,13,0.2038587550054605,3937,4740
528,217546,2011,75653,PHILADELPHIA, PA,Sedan,7,0.3088888888888889,444975,702
529,141279,2014,15447,SPRINGFIELD, NJ,Sedan,4,0.7444444444444445,10250,59208
530,256098,2017,7,LEBANON, PA,Sedan,1,0.5957205789804909,5155,20622
531,150278,1998,113000,COLUMBUS, GA,Truck,20,0.181058495821727,13820,3096
532,8265,2014,82532,NEWTON, MA,SUV,4,0.5442498816848084,438683,2387
533,311171,2014,38073,KNOXVILLE, TN,Truck,4,0.8356267409470752,41459,187347
534,336535,2014,66652,EL PASO, TX,SUV,4,0.7096451612903226,29032,2754
535,218766,2016,42808,COLUMBUS, GA,Sedan,2,0.6161224489795918,13820,4065
536,231596,2017,3905,NORWALK, CA,Sedan,1,0.9287777777777778,98256,89005
537,352244,2015,31058,SAN ANTONIO, TX,Sedan,3,0.5326222222222222,129298,1409
538,201868,2011,71917,COLUMBUS, OH,Truck,7,0.5235340314136125,13820,3653
539,42867,2015,42787,MILFORD, CT,Sedan,3,0.5725298930144745,45251,22
540,285113,2012,44050,DULUTH, GA,Truck,6,0.7248167539267015,13317,29463
541,31316,2015,34752,GREENVILLE, NC,Truck,3,0.8637434554973822,8216,4269
542,265140,2015,35988,CANTON, MA,Sedan,3,0.40874764002517305,16771,27936
543,307138,2016,49348,TEXARKANA, TX,Sedan,2,0.47193203272498424,5402,37333
544,149124,2015,31858,ATLANTA, GA,Sedan,3,0.45575833857772186,385542,1629
545,202642,2010,85415,COLUMBUS, IN,Truck,8,0.5979108635097493,13820,3096
546,295567,2013,81287,FRANKLIN, TN,SUV,5,0.9801390622214299,133251,25089
547,363809,2010,85466,FORT WAYNE, IN,SUV,8,0.441079034548036,22358,265904
548,99456,2013,14226,AUBURN, MA,Truck,5,0.8355988857938719,5484,2111
549,20095,2011,43884,COLUMBUS, OH,Truck,7,0.6204188481675392,13820,5031
550,178019,2015,59635,COLUMBIA, IL,SUV,3,0.7824578009149709,192177,4881
551,234985,2014,21962,CONCORD, NC,Sedan,4,0.7136734693877551,174029,43019
552,271553,2014,26828,SACO, ME,Sedan,4,0.6489795918367347,18015,19485
553,3701,2015,54231,MIAMI, FL,Truck,3,0.877242339832869,344881,13212
554,28225,2014,32325,FRANKLIN, WI,Sedan,4,0.47677551020408165,133251,36143
555,253715,2014,19222,WICHITA, KS,Sedan,4,0.601856570804514,33840,390591
556,229515,2015,26480,LEXINGTON, KY,Truck,3,0.9281675392670157,6455,10024
557,78275,2015,10608,RIVERSIDE, CA,Sedan,3,0.6933877551020409,157931,25094
558,290665,2009,107277,JACKSONVILLE, FL,Sedan,9,0.3456497997815799,3937,12612
559,95117,2013,57381,WAUSAU, WI,Sedan,5,0.5459774299235529,8209,38739
560,246002,2014,60108,RIVERSIDE, CA,SUV,4,0.5032885906040269,157931,25094
561,252520,2013,87001,HOUSTON, TX,SUV,5,0.5028387096774194,490074,960
562,272788,2015,24132,ANDERSON, IN,SUV,3,0.8692853762423095,42108,55076
563,109344,2012,73904,MADISON, TN,Sedan,6,0.4728066982162359,49853,255214
564,142172,2015,35286,ARLINGTON, TX,Sedan,3,0.6734255551510739,535499,8
565,97085,2017,3293,LANCASTER, OH,Truck,1,0.9157068062827225,28937,740
566,269626,2017,397,WARWICK, RI,Sedan,1,0.5663939584644431,82928,67
567,85550,2011,70909,CONWAY, SC,SUV,7,0.5031879194630873,38874,23714
568,155400,2014,40132,FRANKLIN, TN,Sedan,4,0.4893877551020408,133251,471
569,59267,2013,67170,CANTON, GA,SUV,5,0.5991481306199716,16771,347
570,186172,2014,28279,LAWRENCE, KS,SUV,4,0.976494715254772,4558,96892
571,130860,2015,18053,AUGUSTA, GA,Sedan,3,0.5058212712397735,24395,1514
572,121109,2014,34701,LOUISVILLE, KY,SUV,4,0.532258064516129,76063,213
573,332489,2013,61319,OAKLAND, CA,Sedan,5,0.5673469387755102,500710,1183
574,130831,2016,135,BUFFALO, MN,Truck,2,0.9889267015706806,60014,192
575,313713,2015,21904,FOLEY, AL,SUV,3,0.9425776936425304,7322,18288
576,363446,2013,53390,STAMFORD, CT,Sedan,5,0.39997777777777777,98256,130824
577,177588,2015,14869,HENDERSON, NV,Sedan,3,0.7307755102040816,112288,28657
578,342686,2015,33023,AUGUSTA, GA,SUV,3,0.5741935483870968,24395,18594
579,76148,2000,126007,MORGAN, UT,Truck,18,0.3016289592760181,14269,4249
580,13579,2010,65332,ST. PETERS, MO,SUV,8,0.33864516129032257,146349,57178
581,23394,2015,18971,FARMINGTON, UT,Truck,3,0.8292146596858638,6360,24066
582,4499,2016,7520,SPRINGFIELD, VA,Truck,2,0.9795359561896527,10250,1603
583,243815,2015,29634,RICHMOND, Va,Truck,3,0.8583769633507854,24395,35397
584,5020,2014,58265,DENTON, TX,Truck,4,0.7716492146596858,31196,142
585,239044,2016,15210,DENTON, TX,SUV,2,0.6444193548387097,31196,142
586,180683,2015,18875,HOUSTON, TX,Sedan,3,0.5348961611076148,490074,960
587,358275,2005,134835,COLUMBUS, IN,SUV,13,0.22069727086291213,13820,139
588,281350,2010,238947,MOUNT VERNON, WA,Truck,8,0.519108635097493,6643,16659
589,276597,2015,61765,AUGUSTA, GA,Sedan,3,0.6365306122448979,24395,1514
590,104600,2014,39720,HENDERSON, NV,Sedan,4,0.5097142857142857,112288,989
591,35828,2015,59353,DENTON, TX,SUV,3,0.6622495661776305,31196,142
592,317820,2014,36506,SAN DIEGO, CA,Sedan,4,0.45918367346938777,231845,4285
593,324680,2013,46396,ARLINGTON, TX,Truck,5,0.418848167539267,535499,402
594,285850,2009,113506,SAVANNAH, GA,Sedan,9,0.1836734693877551,18532,5186
595,92985,2015,29535,MADISON, TN,Truck,3,0.8635602094240837,49853,25627
596,3974,2015,23631,BUFFALO, MN,SUV,3,0.5476451612903226,60014,258612
597,279344,2004,118986,BLOOMINGTON, IN,Sedan,14,0.21842009464870768,12369,85071
598,222960,2015,88766,WASHINGTON, NC,Truck,3,0.9418848167539267,529990,12114
599,342176,2016,15948,FLORENCE, KY,Sedan,2,0.6291692888609188,8555,1262
600,233089,2013,72167,LANCASTER, MA,Truck,5,0.5471204188481675,28937,40280
601,34599,2014,51399,BRISTOL, TN,Truck,4,0.9943795936013835,11966,60223
602,61420,2017,25079,COLUMBUS, IN,SUV,1,0.658758389261745,13820,194058
603,31847,2005,123000,PORTLAND, OR,Truck,13,0.37955497382198955,32143,400
604,98628,2012,59587,OMAHA, NE,Truck,6,0.7551232166018158,65052,466893
605,305302,2014,106470,AURORA, CO,Truck,4,0.7884031413612566,208868,57
606,60776,2014,38745,CONCORD, CA,SUV,4,0.7046979865771812,174029,92067
607,210821,2011,102215,SAN ANTONIO, TX,Truck,7,0.6191099476439791,129298,1409
608,217999,2006,99873,DAYTON, OH,Sedan,12,0.30942846741900254,41110,0
609,354800,2006,127469,DALLAS, TX,Truck,12,0.5730015082956259,535499,13237
610,140682,2016,12370,MONTGOMERY, AL,Sedan,2,0.7306122448979592,17556,970
611,167112,2015,24629,AUSTIN, TX,Sedan,3,0.6375111111111111,148750,24933
612,359936,2014,54930,BELLINGHAM, WA,Truck,4,0.8555497382198953,11313,89045
613,157783,2012,66965,SALEM, VA,SUV,6,0.9228026386165091,17332,1608
614,343429,2017,42753,CHARLOTTE, NC,SUV,1,0.6073825503355704,174029,859035
615,282229,2014,57665,ELGIN, IL,SUV,4,0.8994794131566494,679699,3123
616,196563,2016,10190,FAYETTEVILLE, AR,Sedan,2,0.6937551020408164,17263,209889
617,301867,2016,11789,FAYETTEVILLE, GA,Sedan,2,0.5977029578351164,17263,85257
618,61827,2016,45723,SPRINGFIELD, IL,SUV,2,0.5767741935483871,10250,59208
619,138753,2016,13961,MEDFORD, MA,SUV,2,0.8517747278750591,8590,957
620,345878,2008,110110,COLUMBUS, OH,Sedan,10,0.1988888888888889,13820,139
621,188419,2015,10684,BURLINGTON, NJ,Sedan,3,0.4688168659534298,5441,1206
622,359765,2017,2807,LAS VEGAS, NV,Truck,1,0.863848167539267,112288,13201
623,68260,2015,44769,OAKLAND, CA,Sedan,3,0.47346938775510206,500710,2405
624,174242,2012,99490,AUBURN, AL,SUV,6,0.41516129032258065,5484,1222
625,228940,2014,21565,FRANKLIN, WI,Sedan,4,0.51,133251,11735
626,94527,2003,82240,JACKSONVILLE, FL,SUV,15,0.20093959731543623,3937,28513
627,153401,2005,128758,SPRINGFIELD, IL,SUV,13,0.18914655308408265,10250,62353
628,355512,2014,43350,SAN ANTONIO, TX,Sedan,4,0.5302448979591837,129298,1409
629,306271,2012,53169,EVANSVILLE, IN,SUV,6,0.8865038331253343,18000,5335
630,327634,2014,63806,NASHVILLE, TN,Sedan,4,0.4131529263687854,133251,4472
631,164204,2014,22514,AUSTIN, TX,Sedan,4,0.5029263687853996,148750,4120
632,140493,2017,20868,MADISON, GA,SUV,1,0.9710364410790345,49853,48861
633,101720,2016,13406,PORTLAND, OR,Sedan,2,0.8368401892974153,32143,66882
634,132814,2014,75751,CHESTER, VA,Truck,4,0.7852094240837696,28442,34077
635,94905,2014,48759,AUBURN, ME,Sedan,4,0.5303673469387755,5484,2111
636,158687,2014,37212,ALEXANDRIA, VA,Sedan,4,0.3964443045940843,5991,5015
637,360444,2014,19210,HOUSTON, TX,Sedan,4,0.5553555555555556,490074,2090
638,15564,2014,21308,DECATUR, GA,Sedan,4,0.5552888888888889,5466,6721
639,300011,2014,35212,SAN LUIS OBISPO, CA,SUV,4,0.8477677867171478,15206,47541
640,277605,2004,122503,HILLSBORO, NH,Truck,14,0.2411764705882353,171771,1592
641,277501,2014,33573,HILLSBORO, OR,Sedan,4,0.5693877551020409,171771,6037
642,297129,2016,127,CHICAGO, IL,SUV,2,0.7853289162328443,679699,0
643,293527,2017,12,LANCASTER, PA,Sedan,1,0.9665555555555555,28937,59708
644,317725,2015,31606,COLUMBUS, OH,Sedan,3,0.5348961611076148,13820,3096
645,326777,2013,41442,MEDFORD, NY,SUV,5,0.8687248322147652,8590,81780
646,192449,2013,62106,MADISON, WI,Truck,5,0.6606128133704735,49853,537
647,85246,2014,38615,FRANKLIN, MA,SUV,4,0.6374161073825504,133251,820
648,79900,2015,35878,MADISON, TN,Sedan,3,0.6625409537677467,49853,690
649,127489,2015,71295,LINCOLN, NE,Truck,3,0.7374549646923187,20245,3730
650,323347,2015,22418,COLUMBIA, MO,Truck,3,0.9793918432050728,192177,10274
651,348758,2014,30748,CHICO, CA,SUV,4,0.8555369127516779,8167,93293
652,255109,2015,22730,CONCORD, NH,Truck,3,0.9158638743455497,174029,370
